Year,Occur
2018,64
2011,31
2017,30
2014,30
2016,27
2012,26
2009,26
2015,26
2013,26
2008,20
2007,20
2010,19
2003,17
2000,17
2006,13
2004,13
2005,11
2001,11
1987,9
2002,8
1998,7
1992,7
1999,7
1997,6
1996,6
1995,6
1994,6
1993,5
1988,5
1991,3
1990,3
1986,3
1985,3
1983,3
1976,2
1977,2
1984,2
1982,2
1981,2
1989,2
1971,1
1979,1
1389,1
