Year,Occur
2013,13
2012,12
2014,10
2011,9
2015,8
2008,7
2010,6
2016,6
2007,5
2017,5
2009,4
1996,4
2004,4
1997,3
2018,3
2006,3
2005,3
2001,2
2000,2
1998,1
1965,1
2003,1
