Year,Occur
2018,101
2011,72
2017,66
2013,65
2015,64
2016,63
2012,61
2014,61
2007,60
2006,59
2005,58
2010,56
2008,56
2004,55
2009,54
2002,49
2000,46
2003,46
1998,44
2001,41
1999,40
1997,36
1500,32
1996,27
1995,26
1994,17
1993,13
1990,7
1988,7
1992,7
1991,7
1987,6
1989,6
1983,4
1320,4
1971,3
1986,3
1985,3
1984,3
1906,3
1004,3
1905,2
1968,2
1975,1
1138,1
1973,1
1015,1
1498,1
1970,1
1939,1
1978,1
1792,1
1982,1
1902,1
1504,1
1877,1
1910,1
1870,1
1913,1
1955,1
1890,1
1965,1
1002,1
1969,1
1526,1
