Year,Occur
2011,12
2012,11
2010,11
1996,9
2004,9
2000,8
1998,8
2008,8
2007,8
2009,7
2015,7
2014,7
2005,6
2017,6
2006,5
1921,5
2013,5
1974,4
1986,4
1997,4
1994,4
2003,4
1992,4
1918,4
1999,4
1920,4
2018,4
2016,4
1979,3
2001,3
1990,3
1987,3
1989,3
1988,3
1919,3
1995,3
1993,3
2002,3
1970,2
1984,2
1981,2
1980,2
1905,2
1991,2
1968,2
1976,1
1975,1
1971,1
1939,1
1978,1
1977,1
1985,1
1983,1
1982,1
1902,1
1956,1
1967,1
