Year,Occur
2010,17
2011,12
2012,10
1995,10
2013,8
2009,7
2015,7
2014,6
1997,5
2004,5
2001,5
2000,5
2016,5
1988,5
2007,4
1994,4
1993,4
2003,4
1989,4
2008,3
1992,3
1999,3
1990,3
1985,3
1998,2
1996,2
2006,2
2005,2
2002,2
1986,2
2018,2
1971,1
1970,1
1991,1
1987,1
1984,1
2017,1
