Year,Occur
2013,27
2010,25
2009,24
2007,24
2006,23
2011,21
2017,21
2014,20
2008,19
2004,19
2003,18
2018,17
2016,17
2000,14
2012,14
2005,14
2002,14
2001,13
1999,13
1998,11
2015,11
1975,10
1974,9
1976,8
1997,8
1996,8
1995,7
1992,6
1991,6
1983,5
1989,5
1984,4
1988,4
1993,4
1320,4
1971,3
1970,3
1979,3
1990,3
1987,3
1986,3
1985,3
1982,3
1981,3
1980,3
1994,3
1973,2
1977,2
1978,1
1902,1
1234,1
1913,1
1956,1
