Year,Occur
2008,11
2009,10
2006,10
2013,10
2010,9
2002,9
2011,8
2004,8
2003,8
2001,7
2005,6
1999,6
2017,5
2012,4
1998,4
1997,4
1996,4
2000,4
2007,3
2018,3
2016,3
2015,3
2014,3
1989,3
1995,2
1994,2
1971,1
1993,1
1970,1
1991,1
1979,1
1977,1
1987,1
1969,1
1968,1
