Year,Occur
2015,34
2012,32
1968,21
2011,18
2009,17
2013,17
2018,16
2007,15
2005,15
1967,15
2017,14
2008,13
2004,13
2016,13
2006,12
1995,12
2003,12
2014,12
2010,11
2001,10
2000,10
1997,10
2002,10
1999,10
1966,10
1998,9
1971,8
1970,8
1987,8
1996,8
1994,7
1992,7
1969,7
1993,6
1972,5
1986,5
1989,5
1976,4
1979,4
1991,4
1965,4
1974,3
1973,3
1977,3
1984,3
1982,3
1961,3
1975,2
1978,2
1981,2
1980,2
1988,2
1928,2
1498,1
1178,1
1990,1
1985,1
1953,1
1232,1
1870,1
1914,1
1912,1
1001,1
1927,1
