Year,Occur
2017,66
2010,62
2011,60
2008,59
2006,58
2009,54
2007,54
2012,49
2014,49
2004,48
2018,47
2005,45
2016,43
2003,41
2013,40
2015,38
2000,35
2002,35
2001,31
1999,31
1998,30
1997,18
1996,17
1995,16
1993,12
1992,11
1974,10
1994,9
1976,8
1991,8
1989,7
1983,6
1988,6
1979,5
1977,5
1985,5
1981,5
1975,4
1971,4
1990,4
1987,4
1984,4
1982,4
1980,4
1320,4
1970,3
1978,3
1986,3
1973,2
1913,2
1966,2
1138,1
1498,1
1908,1
1792,1
1742,1
1902,1
1504,1
1799,1
1234,1
1956,1
1965,1
1969,1
1968,1
